image_path,class_name,label_idx
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/0493c0e5-27e3-41d6-81f0-7830cef39080___UF.GRC_BS_Lab Leaf 8615.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/04fcd6e4-a96e-49ba-b67a-32b88337b505___GCREC_Bact.Sp 3689.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/051beef3-8c72-4fd8-9dd4-8fececd41a35___GCREC_Bact.Sp 5989.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/0542f446-f9d7-4173-ab07-f41125b21dc7___GCREC_Bact.Sp 3074.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/05777829-6912-44bb-bcef-901bc5190584___GCREC_Bact.Sp 6150.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/05796aef-4298-48b1-ac04-e3ba020cb8b8___GCREC_Bact.Sp 3650.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/05fc994d-7781-4dc5-a15c-b359f6c681a6___GCREC_Bact.Sp 6304.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/062e43fa-d640-4e2a-b57f-6d819632235f___UF.GRC_BS_Lab Leaf 8853.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/06ac210d-bdb1-4224-9053-c218cb14fa60___GCREC_Bact.Sp 3220.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/06c56818-dc01-4603-b93c-1be193f95178___GCREC_Bact.Sp 5831.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/06d98f32-c416-4a79-81df-8e64f8bb7779___GCREC_Bact.Sp 3083.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/06d99389-13fd-4fd1-8734-eb82ea657ce3___UF.GRC_BS_Lab Leaf 8896.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/06f23987-e01b-40dc-98ef-a5b33e86bc90___UF.GRC_BS_Lab Leaf 0308.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/070228e2-ba4e-4de8-813b-074e51ed6f5a___UF.GRC_BS_Lab Leaf 0661.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/072f9c7d-c296-49d9-a432-6ec9448cab2a___GCREC_Bact.Sp 3558.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/0740bf94-09c3-4718-8375-6ceed7db97a3___GCREC_Bact.Sp 3628.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/07458546-6893-49c8-b94f-edde706b19fa___GCREC_Bact.Sp 3835.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/0756753c-decb-4344-892f-4677b8215f0f___GCREC_Bact.Sp 5778.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/076ef17d-dfd3-4dbc-a351-a14eff1aecdb___UF.GRC_BS_Lab Leaf 8980.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/07957e12-d57c-45db-9243-731dd6b8caaa___GCREC_Bact.Sp 5878.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/07de82e1-7258-4c8d-a595-cb2334f02fb4___UF.GRC_BS_Lab Leaf 0418.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/07f5c629-92da-49ad-b132-6268199882f8___GCREC_Bact.Sp 3362.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/0809f630-10f6-48b4-9aa2-6c08852aa83a___GCREC_Bact.Sp 5626.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/083959e5-833b-4c10-9215-0b0aca81c8ca___UF.GRC_BS_Lab Leaf 0297.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/086dd5ed-279a-458b-aa4a-1484305ac21c___UF.GRC_BS_Lab Leaf 8835.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/087cec29-0b94-4fd0-9c29-92f50cc8155f___UF.GRC_BS_Lab Leaf 0289.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/088a515b-7dd2-469a-b921-6a7de9edb7db___GCREC_Bact.Sp 3365.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/08a25478-76ed-4e4c-8ad0-bc7322f050b0___GCREC_Bact.Sp 3028.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/08b479e4-0063-41e5-b85d-279b9aedd38f___UF.GRC_BS_Lab Leaf 0485.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/090e981e-4e75-48db-806d-c28c970f3c9a___UF.GRC_BS_Lab Leaf 9256.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/096c159e-7f45-404c-ba64-eecc7941ce23___GCREC_Bact.Sp 5675.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/098b62a4-f92b-4c0d-9ab9-a6061a9d1625___GCREC_Bact.Sp 2955.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/09c1a12a-ad44-4522-9755-851d6a042f02___GCREC_Bact.Sp 5585.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/09ebe433-a21f-4ffe-9954-e3ce4347143f___UF.GRC_BS_Lab Leaf 1084.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/0a1655ed-797c-4d1d-ba35-dc255d68a2ee___GCREC_Bact.Sp 3560.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/0a22f50a-5f25-4cf6-816b-76cae94b7f30___GCREC_Bact.Sp 6103.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/0a6d40e4-75d6-4659-8bc1-22f47cdb2ca8___GCREC_Bact.Sp 6247.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/0aa1c431-682b-4a6e-af5f-2a7081ea2e97___GCREC_Bact.Sp 3622.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/0ab54691-ba9f-4c1f-a69b-ec0501df4401___GCREC_Bact.Sp 3170.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/0ab9c705-f29e-45ac-b786-9549b3c38f16___GCREC_Bact.Sp 3223.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/0ac8c80f-6d67-46ee-b662-8265d9df9183___GCREC_Bact.Sp 6115.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/0ad66523-0fca-464d-a6e9-ca2d629e8058___GCREC_Bact.Sp 5945.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/0ad88d7a-c14a-4ac9-8520-c11a0ade3a8f___UF.GRC_BS_Lab Leaf 0996.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/0b233197-cd35-4031-80c2-610e7e3a046b___GCREC_Bact.Sp 6095.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/0bd31a6a-b084-48c0-b379-3062bde11162___GCREC_Bact.Sp 2974.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/0c09c121-e945-4b7e-acbf-dff4e0d01acb___GCREC_Bact.Sp 3379.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/0c2ee2f1-e725-4031-96ea-57e3b8b626b3___GCREC_Bact.Sp 5645.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/0c32d6d5-bf5b-4904-8108-d7a901f2cb6b___UF.GRC_BS_Lab Leaf 8662.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/0c5eb8e4-e0fb-424a-8873-e43f9a6121ef___GCREC_Bact.Sp 6281.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/0c9b7dd9-a0c7-4b6e-bb4d-b2e3cab833d0___GCREC_Bact.Sp 6081.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/0cc3364e-3f2a-42b2-aefe-5af03dad2966___GCREC_Bact.Sp 5580.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/0ce4dee0-2d0c-4c25-a9b2-4abc5f9083db___GCREC_Bact.Sp 3708.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/0d227915-443b-402c-8a25-cc43434c4bb0___GCREC_Bact.Sp 5913.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/0d56df83-84fb-4189-a5d2-3a6da18a224d___UF.GRC_BS_Lab Leaf 9029.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/0de30b71-8bd0-4270-a65b-7ae8befdd765___GCREC_Bact.Sp 6360.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/0e16b13c-0308-4199-a823-c6c2ab944023___GCREC_Bact.Sp 3068.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/0e3ded7b-0b9e-4c11-9db7-38eba7e0bdb2___GCREC_Bact.Sp 3598.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/0e591ff9-a58f-4748-ac0f-984233f441af___GCREC_Bact.Sp 3292.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/0e94696b-3e0d-4d4c-a712-01197e228cf1___UF.GRC_BS_Lab Leaf 8641.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/0ed4877b-be80-4b85-8754-ac13d794ca2f___GCREC_Bact.Sp 6198.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/0ed6d8f5-dd9f-4f1d-a33d-2f556be12a27___UF.GRC_BS_Lab Leaf 0291.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/0eeb4776-110d-4100-8c88-26a64eb05b22___GCREC_Bact.Sp 6101.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/0f1d337f-e8c5-445a-83a0-b89915eacb72___UF.GRC_BS_Lab Leaf 0435.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/0f3160b6-4cd4-486f-b0cf-269e406c41b5___GCREC_Bact.Sp 3522.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/0f4ce5ef-5ecf-4c5d-b301-3b5a44e3a1c8___UF.GRC_BS_Lab Leaf 0408.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/0f6384da-7338-4309-b6b2-0d4b1dfe9de3___GCREC_Bact.Sp 6039.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/0f80595f-b712-4028-b7db-7627322ce019___GCREC_Bact.Sp 5712.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/0f81cc91-5b9b-4061-a127-74105ebbcccf___GCREC_Bact.Sp 6305.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/0f952ca0-e30b-4075-8bb9-1ebccb8aeb9f___GCREC_Bact.Sp 3326.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/0fac0401-b9dc-49a0-9011-2cd3eb906107___GCREC_Bact.Sp 3144.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/0ff228a7-60f4-47f0-b1a3-96969a63105f___GCREC_Bact.Sp 6056.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/10c418e8-59b3-4d9f-a22b-7762b538e758___UF.GRC_BS_Lab Leaf 0900.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/10ed1b4a-e116-4c7e-85f6-5cc4577dbbb8___GCREC_Bact.Sp 3188.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/10eddc16-1127-4de1-832e-6ae55cc0f953___GCREC_Bact.Sp 6180.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/10f0b483-25a2-4c13-9054-754e9fe08d18___GCREC_Bact.Sp 3812.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/10fb9d55-efe1-4b52-9c19-23e7031c4cb6___GCREC_Bact.Sp 5559.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/1120ddb9-d30f-4683-adf6-a30779648b49___GCREC_Bact.Sp 3408.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/113b3262-b784-450e-8fe7-6f35652f073d___GCREC_Bact.Sp 3153.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/1169b92d-a606-4560-ae1a-ceee401fc959___GCREC_Bact.Sp 3447.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/116f4d08-405e-492c-a8b2-dd596b19b820___GCREC_Bact.Sp 3053.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/11a25ab9-8a55-4891-898c-ef29c0502fa2___GCREC_Bact.Sp 3531.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/12071472-8b0f-494e-994e-8abff2082ec4___GCREC_Bact.Sp 6130.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/12159ce5-93ff-4ef3-b1ca-0bf130278818___GCREC_Bact.Sp 3565.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/12168e10-ea77-4d6b-841e-bfe48e141cee___GCREC_Bact.Sp 6085.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/122e4db5-bfc6-44b2-b7c5-bf05d040ca79___GCREC_Bact.Sp 5782.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/129f7d8d-d261-4aa6-b6ef-55a37851ac3e___UF.GRC_BS_Lab Leaf 0380.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/12cb9794-7459-488f-820e-f86a3d6b8a3a___GCREC_Bact.Sp 3119.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/12eda6e1-d42f-4e52-b04f-ff4f4d932783___GCREC_Bact.Sp 6275.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/132e8a85-470e-4a7d-8535-c97ffcff7b0b___GCREC_Bact.Sp 3239.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/1359bde0-60d2-497b-8a90-d59f9efb5fc1___GCREC_Bact.Sp 3278.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/1371d8ed-b95f-4dd0-834c-9f3a944ca8dd___GCREC_Bact.Sp 3463.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/137ffef0-7f3d-4610-82f5-f59f9826b926___UF.GRC_BS_Lab Leaf 9109.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/13a0b443-c0b3-45fe-a22d-965a87a9b45e___GCREC_Bact.Sp 3108.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/13affc42-3a89-4a99-97aa-98f41682a71e___UF.GRC_BS_Lab Leaf 0546.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/13b8bbd3-32cf-4c69-bffb-870b7b6720e0___UF.GRC_BS_Lab Leaf 8890.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/13cc9108-fcd9-4e6f-aed4-01813cebc881___UF.GRC_BS_Lab Leaf 8611.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/13fac2e9-a25f-4ac1-89c4-adbd143bb0a1___GCREC_Bact.Sp 3376.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/140ee344-ae36-403a-ace1-21d45f67ce57___GCREC_Bact.Sp 2969.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/144352ee-0f8d-44cc-9db1-c4f27eb5a00a___GCREC_Bact.Sp 3284.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/14707115-d4c3-4e6b-9895-d1613116fd3f___GCREC_Bact.Sp 3490.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/147fdb22-0a8b-46d7-8573-784d29b9d9cc___GCREC_Bact.Sp 6386.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/14d87e41-89b0-4872-aa2c-3a85de708d2a___UF.GRC_BS_Lab Leaf 8992.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/1506485f-0fba-4e0a-aecf-36f9c5bae096___GCREC_Bact.Sp 5543.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/158e6da7-6371-4575-b2e2-a42be9b0beed___GCREC_Bact.Sp 3042.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/15a1998e-4b4d-446b-98e7-46ed98119495___UF.GRC_BS_Lab Leaf 0222.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/15d45247-ffcd-4d50-87a1-5f0527e451e9___GCREC_Bact.Sp 3763.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/160c389d-886b-433a-a18b-842c45b2f20c___GCREC_Bact.Sp 5743.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/16119e7a-b9d7-4004-9a07-45b6c9f6d480___UF.GRC_BS_Lab Leaf 9172.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/162156e8-724a-48d9-8a19-904937f9dc03___GCREC_Bact.Sp 3472.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/16467af5-6cd6-47c8-b3bc-405dc68a462d___GCREC_Bact.Sp 3258.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/1657e79d-9172-4170-aa17-56714f2ad03b___UF.GRC_BS_Lab Leaf 9145.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/1664fff5-8d2e-4615-a448-2dd093c0df82___GCREC_Bact.Sp 3290.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/166a69a7-cae0-4e6e-ac75-bc207a5335f4___GCREC_Bact.Sp 5705.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/16899432-0c58-4c00-a212-f24faed4d040___GCREC_Bact.Sp 2981.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/16912266-6a1b-426c-9e58-2f0ff1a4e35a___UF.GRC_BS_Lab Leaf 8673.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/1695eefb-cffc-4dac-b7ae-40f34ad9c5db___GCREC_Bact.Sp 3065.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/16bbb84a-b078-4c74-8ab0-872ac7240052___UF.GRC_BS_Lab Leaf 8605.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/1737e7ba-181e-400c-ab66-7723468e277f___UF.GRC_BS_Lab Leaf 0348.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/176ee70d-778e-4f49-a761-67271feff912___GCREC_Bact.Sp 5976.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/177b313d-c3e5-417f-b17b-d945ca4e48ea___GCREC_Bact.Sp 5687.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/177b8ce1-d77a-41d7-93ac-852d37d69faa___GCREC_Bact.Sp 3390.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/17bcc3fa-9905-4fcf-938b-c5e63e214718___GCREC_Bact.Sp 6329.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/180f9ef5-6709-4660-8444-617bf357106a___GCREC_Bact.Sp 5726.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/18a58445-cf57-41cd-93f8-ebb9d5f66118___GCREC_Bact.Sp 6200.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/18ac424a-de74-40f4-b830-74384ae67302___GCREC_Bact.Sp 3480.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/18f11c42-356f-4f3a-bc6d-f770dd101ba4___GCREC_Bact.Sp 5631.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/1917515d-7e2f-479c-afec-95b4d3ae07e8___GCREC_Bact.Sp 5607.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/195a20ea-ecf8-4611-ae53-ed76d8a522b7___GCREC_Bact.Sp 5791.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/196be0af-51c3-4587-bd91-9a606631d4f3___GCREC_Bact.Sp 3453.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/1975c2af-b85a-48d6-9b03-c7fcb5e0bcae___UF.GRC_BS_Lab Leaf 0558.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/19969ddc-0cdd-42f6-bbc4-351752a7ccec___GCREC_Bact.Sp 3428.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/19a19d0b-373f-497a-89bf-ea941ff5e12b___GCREC_Bact.Sp 3124.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/1a570997-ffc2-4166-a436-8f6a7facd3fc___GCREC_Bact.Sp 3227.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/1abfbe87-b6e5-4da0-85e9-13980c67fd03___GCREC_Bact.Sp 3295.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/1ac8d300-077c-43dc-8685-83ac695e07b4___GCREC_Bact.Sp 3672.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/1afcd540-c746-4c02-8611-686ec35caaf5___GCREC_Bact.Sp 5654.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/1b3ccbf3-c1e1-476e-b34a-6af0a6fbb349___GCREC_Bact.Sp 3735.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/1b752a19-0731-4f93-b9ad-ca01fff2ab8b___GCREC_Bact.Sp 6048.JPG,Bacterial_spot,0
/content/drive/MyDrive/CV/dataset/train/Bacterial_spot/1ba1b688-e5b6-4871-8e70-edbf17bef408___GCREC_Bact.Sp 6125.JPG,Bacterial_spot,0
